end_date,n_assets,n_edges,density,is_dag,dag_depth,n_roots,n_leaves,rebalance,method,window
2021-09-08,99,769,0.0792620078334364,True,35,2,7,2021-09-08,varlingam,504
2021-10-07,99,728,0.07503607503607504,True,39,2,7,2021-10-07,varlingam,504
2021-11-05,99,752,0.07750979179550609,True,39,2,7,2021-11-05,varlingam,504
2021-12-07,99,772,0.07957122242836528,True,49,1,5,2021-12-07,varlingam,504
2022-01-06,99,762,0.07854050711193568,True,38,3,6,2022-01-06,varlingam,504
2022-02-07,99,777,0.08008658008658008,True,41,2,5,2022-02-07,varlingam,504
2022-03-09,99,761,0.07843743558029272,True,36,3,7,2022-03-09,varlingam,504
2022-04-07,99,741,0.07637600494743352,True,43,2,4,2022-04-07,varlingam,504
2022-05-09,99,660,0.06802721088435375,True,33,3,10,2022-05-09,varlingam,504
2022-06-08,99,697,0.07184085755514327,True,35,3,7,2022-06-08,varlingam,504
2022-07-11,99,682,0.07029478458049887,True,47,2,5,2022-07-11,varlingam,504
2022-08-09,99,697,0.07184085755514327,True,40,1,5,2022-08-09,varlingam,504
2022-09-08,99,633,0.06524427952999381,True,38,2,11,2022-09-08,varlingam,504
2022-10-07,99,671,0.0691609977324263,True,38,2,5,2022-10-07,varlingam,504
2022-11-07,99,663,0.06833642547928262,True,36,3,11,2022-11-07,varlingam,504
2022-12-07,99,648,0.06679035250463822,True,28,3,8,2022-12-07,varlingam,504
2023-01-09,99,673,0.06936714079571223,True,43,4,5,2023-01-09,varlingam,504
2023-02-08,99,691,0.07122242836528551,True,36,3,5,2023-02-08,varlingam,504
2023-03-10,99,739,0.0761698618841476,True,43,2,4,2023-03-10,varlingam,504
2023-04-11,99,673,0.06936714079571223,True,35,2,7,2023-04-11,varlingam,504
2023-05-10,99,707,0.07287157287157287,True,43,3,7,2023-05-10,varlingam,504
2023-06-09,99,692,0.07132549989692846,True,39,3,6,2023-06-09,varlingam,504
2023-07-12,99,679,0.06998556998556998,True,38,2,9,2023-07-12,varlingam,504
2023-08-10,99,682,0.07029478458049887,True,39,1,3,2023-08-10,varlingam,504
2023-09-11,99,684,0.07050092764378478,True,39,1,5,2023-09-11,varlingam,504
2023-10-10,99,658,0.06782106782106782,True,37,1,4,2023-10-10,varlingam,504
2023-11-08,99,692,0.07132549989692846,True,39,1,5,2023-11-08,varlingam,504
2023-12-08,99,657,0.06771799628942486,True,35,2,6,2023-12-08,varlingam,504
2024-01-10,99,659,0.06792413935271079,True,33,2,4,2024-01-10,varlingam,504
2024-02-09,99,644,0.06637806637806638,True,33,2,3,2024-02-09,varlingam,504
2024-03-12,99,606,0.06246134817563389,True,26,2,12,2024-03-12,varlingam,504
2024-04-11,99,597,0.061533704390847245,True,29,3,9,2024-04-11,varlingam,504
2024-05-10,99,633,0.06524427952999381,True,30,3,4,2024-05-10,varlingam,504
2024-06-11,99,642,0.06617192331478046,True,29,3,9,2024-06-11,varlingam,504
2024-07-12,99,624,0.06431663574520717,True,30,4,8,2024-07-12,varlingam,504
2024-08-12,99,622,0.06411049268192125,True,30,1,9,2024-08-12,varlingam,504
2024-09-11,99,623,0.06421356421356421,True,38,3,6,2024-09-11,varlingam,504
2024-10-10,99,587,0.060502989074417646,True,27,5,9,2024-10-10,varlingam,504
2024-11-08,99,579,0.059678416821273964,True,25,2,8,2024-11-08,varlingam,504
